Generation,BestFitness,AverageFitness,WorstFitness
0,2049.256026,1396.432963,947.384053
1,2049.256026,1421.549657,1083.650536
2,1914.259252,1448.316161,1102.370157
3,2025.896351,1469.274687,1007.962856
4,2025.896351,1491.215404,1134.299918
5,2081.384840,1497.184681,1068.559311
6,2081.384840,1520.116615,1170.184593
7,2025.896351,1540.548126,1165.750530
8,2025.896351,1550.765504,1200.648636
9,2025.896351,1558.995099,1183.528794
10,2027.202111,1597.581581,1175.370055
11,2027.202111,1616.141487,1163.579407
12,2026.078055,1621.495977,1105.724101
13,2086.945816,1637.618303,1213.311901
14,2081.384840,1655.485155,1214.112990
15,2081.384840,1668.986671,1204.112962
16,2081.384840,1694.229594,1284.132549
17,2081.384840,1690.218145,1264.296423
18,2027.202111,1686.966772,1232.802216
19,2027.202111,1710.870428,1330.350544
20,2081.384840,1726.020056,1350.684601
21,2081.384840,1729.193479,1384.462583
22,2081.384840,1736.219871,1320.036898
23,2081.384840,1741.072932,1322.320367
24,2000.312557,1750.786036,1401.922838
25,2000.460489,1744.006147,1450.708897
26,2027.202111,1720.827097,1418.665186
27,2081.384840,1732.038985,1450.708897
28,2081.384840,1734.165881,1468.716916
29,2081.384840,1741.932050,1432.730987
