Generation,BestFitness,AverageFitness,WorstFitness
0,1949.078836,1391.201309,933.488342
1,1960.606113,1451.371224,1017.216031
2,1893.881574,1443.419195,910.837399
3,1808.750271,1462.211568,1026.643261
4,1851.160141,1460.815512,1144.186165
5,1909.674373,1482.615005,1087.610328
6,1915.526340,1503.194164,1143.415451
7,1957.801687,1510.215219,1035.415932
8,1957.801687,1536.162874,1147.990135
9,1907.385392,1546.959681,1176.221022
10,1910.227148,1558.547218,1197.064854
11,1871.424438,1567.131910,1209.375767
12,1899.220733,1568.102466,1243.945121
13,1914.243789,1563.377074,1196.963211
14,1914.243789,1580.368342,1271.424074
15,1957.801687,1593.287125,1191.006135
16,1957.801687,1582.995574,1130.895817
17,1957.801687,1601.590142,1177.803472
18,1909.674373,1597.603536,1310.954571
19,1957.801687,1612.058019,1271.424074
20,1957.801687,1627.935720,1287.105564
21,1957.801687,1634.663421,1250.226071
22,1957.801687,1655.574673,1341.823767
23,1981.241089,1640.922969,1317.486593
24,1976.065856,1609.740530,1280.687359
25,1976.065856,1628.808760,1292.829199
26,1976.065856,1622.743885,1341.823767
27,1976.065856,1645.236705,1341.823767
28,1981.520379,1654.358531,1345.228198
29,1957.801687,1641.885440,1391.724660
