Generation,BestFitness,AverageFitness,WorstFitness
0,1773.478942,1411.209306,1076.119822
1,1840.875679,1440.053604,1045.318976
2,1925.440232,1445.413974,1121.544562
3,1925.440232,1455.720176,1005.034966
4,1929.191884,1470.555275,1116.807139
5,1976.787871,1473.527756,1048.400125
6,1976.787871,1494.928931,1120.635297
7,2010.191438,1522.993554,1173.021618
8,1976.787871,1542.167782,1032.263298
9,1986.316724,1561.131171,1142.506610
10,1976.787871,1580.789716,1212.789966
11,1976.787871,1578.000142,1212.537653
12,1921.086426,1586.222533,1173.425433
13,1930.630616,1611.836717,1173.532294
14,1976.787871,1616.747343,1191.334408
15,1976.787871,1633.999856,1272.791633
16,1930.630616,1642.584401,1313.269222
17,1929.191884,1640.221244,1275.417330
18,1929.191884,1648.662684,1284.253360
19,1976.787871,1658.270997,1314.393331
20,2010.191438,1647.946548,1253.891869
21,1976.787871,1647.957562,1327.336976
22,1976.787871,1652.396172,1329.063640
23,1976.787871,1658.132372,1351.396586
24,1976.787871,1676.174165,1369.027419
25,1976.787871,1673.788522,1312.098348
26,1986.316724,1658.234958,1344.556158
27,1976.787871,1657.292208,1318.914882
28,1976.787871,1661.386471,1330.542524
29,2019.728992,1652.295943,1336.543257
