Generation,BestFitness,AverageFitness,WorstFitness
0,1783.218806,1383.830851,1068.107165
1,1796.127836,1423.245647,1053.776325
2,1756.884140,1415.793533,1018.056848
3,1764.626822,1422.286743,1141.281806
4,1800.430912,1439.710366,1001.336101
5,1827.720141,1454.962195,1133.422205
6,1856.556251,1464.341464,1081.703108
7,1856.556251,1487.547325,1099.660988
8,1856.556251,1498.447553,1132.291438
9,1856.712663,1498.604380,1093.004619
10,1981.229357,1504.047425,1142.089497
11,1850.010378,1503.624080,1097.629490
12,1850.010378,1518.648707,1178.473152
13,1899.595581,1523.897215,1136.827290
14,1935.077432,1537.042660,1178.473152
15,1899.595581,1544.087974,1200.016385
16,1899.595581,1547.644004,1215.891158
17,1905.963042,1549.608572,1189.835403
18,1935.077432,1555.820911,1217.061008
19,1899.595581,1564.110478,1184.429766
20,1899.595581,1578.602571,1210.985249
21,1899.595581,1585.198937,1304.854394
22,1914.802280,1575.172409,1271.451369
23,1899.595581,1564.098947,1284.347624
24,1922.402622,1581.017701,1276.777235
25,1899.595581,1583.386258,1239.342617
26,1899.595581,1582.438439,1271.451369
27,1899.595581,1571.886193,1278.783318
28,1899.595581,1575.450950,1239.342617
29,1856.556251,1590.146184,1270.145792
