Generation,BestFitness,AverageFitness,WorstFitness
0,1772.921323,1383.269843,942.397127
1,1773.644874,1419.641188,1026.294034
2,1873.145997,1422.776376,1073.931648
3,1873.145997,1444.765454,1091.436381
4,1903.556056,1443.887849,1147.963486
5,1817.822296,1441.746762,1021.610831
6,1817.822296,1456.561058,1088.040558
7,1860.544664,1474.600476,1143.337620
8,1885.227984,1490.539431,1122.941348
9,1885.227984,1495.928408,1160.411672
10,1894.224989,1514.654512,1104.639588
11,1894.224989,1516.481688,1178.960818
12,1844.713758,1530.948366,1093.039283
13,1881.705193,1539.570448,1205.126319
14,1885.227984,1538.372028,1166.700741
15,1885.227984,1555.264313,1191.411133
16,1942.265170,1547.796054,1140.043622
17,1942.265170,1560.302205,1252.259868
18,1942.265170,1578.857246,1271.123233
19,1942.265170,1584.396273,1197.518416
20,1942.265170,1574.464283,1252.259868
21,1926.000579,1571.186981,1247.247386
22,1908.500739,1597.413120,1201.203426
23,1876.605623,1589.077242,1211.833434
24,1908.435949,1577.253549,1284.146002
25,1894.224989,1585.709686,1293.632519
26,1908.801182,1596.152421,1271.123233
27,1942.265170,1584.708975,1211.833434
28,1969.664729,1600.706929,1268.677487
29,1942.265170,1601.010886,1211.833434
