Generation,BestFitness,AverageFitness,WorstFitness
0,1953.970527,1396.785701,969.879587
1,1953.970527,1430.614137,1018.101223
2,1929.937330,1449.814120,1055.603514
3,1940.111468,1471.112015,1000.536415
4,1940.111468,1498.931129,1058.593301
5,1929.937330,1509.680787,1130.287140
6,1944.435975,1509.677142,1160.087605
7,2034.125051,1527.487875,1118.393256
8,2034.125051,1572.607517,1107.554085
9,2034.125051,1582.041229,1120.879203
10,1984.893176,1577.215506,1144.605831
11,1989.218101,1582.335395,1183.948968
12,2034.125051,1618.535939,1191.173525
13,2034.125051,1626.530294,1263.254729
14,2049.640410,1631.226380,1130.681248
15,2034.125051,1644.494254,1293.596401
16,2034.125051,1665.363152,1207.433811
17,2034.125051,1658.478737,1293.926925
18,2034.125051,1679.848554,1315.639794
19,2034.125051,1673.899881,1334.006510
20,1989.218101,1668.003479,1305.846098
21,2007.721313,1696.874778,1374.287833
22,2014.403813,1700.700339,1381.509030
23,2034.125051,1705.210858,1362.672213
24,2034.125051,1718.140441,1362.672213
25,2049.640410,1696.091012,1321.100024
26,1984.893176,1682.379330,1330.539116
27,2004.264869,1696.035821,1351.899587
28,2015.525193,1696.357599,1418.971609
29,2034.125051,1687.244282,1420.396655
