Generation,BestFitness,AverageFitness,WorstFitness
0,1892.615302,1399.687211,1027.761319
1,1892.615302,1434.016509,972.147481
2,1920.591291,1427.510899,936.721735
3,1972.452034,1450.518034,1085.203711
4,2024.351980,1481.359844,1091.153606
5,2024.351980,1489.977623,1088.928037
6,1972.452034,1494.767378,1101.173086
7,1989.367304,1523.147146,1101.596354
8,1970.639177,1558.520882,1112.370709
9,2039.112165,1586.874651,1108.136092
10,2024.351980,1585.068216,1111.905485
11,2039.937992,1578.063555,1215.319846
12,2024.351980,1594.232038,1090.647757
13,2024.351980,1601.709009,1174.667006
14,1973.926513,1614.015187,1264.297344
15,2024.351980,1636.084313,1245.497531
16,2024.351980,1632.762033,1272.856942
17,2024.351980,1645.327435,1310.871832
18,2030.436616,1669.023575,1295.937171
19,2092.906729,1650.981383,1306.186592
20,2024.351980,1654.807523,1348.353424
21,2024.351980,1668.223102,1277.546677
22,2024.351980,1678.054063,1323.113200
23,1972.452034,1682.920060,1340.695362
24,2024.351980,1691.951827,1368.081346
25,2024.351980,1687.766298,1376.135882
26,2024.351980,1660.636246,1307.802273
27,1989.367304,1667.873444,1368.604571
28,1988.016122,1680.193535,1388.641666
29,2024.351980,1690.478832,1392.925569
