Generation,BestFitness,AverageFitness,WorstFitness
0,1853.164376,1386.708679,957.817885
1,1932.779554,1431.591506,976.719233
2,1932.779554,1423.563389,1051.403444
3,1913.566946,1449.400307,982.161805
4,1913.566946,1468.085628,1108.670396
5,1916.782662,1489.379990,1093.729137
6,1945.236221,1484.154090,1075.591934
7,1945.236221,1497.046218,1030.825494
8,1886.211704,1531.399505,1029.203385
9,1886.513913,1515.411072,1092.746800
10,1868.559546,1525.250305,1131.693163
11,1907.770941,1554.057311,1169.948488
12,1916.782662,1541.828431,1093.733907
13,1916.782662,1568.335199,1208.866051
14,1906.894277,1575.250026,1258.861822
15,1865.904576,1572.742250,1251.598999
16,1921.243099,1583.664781,1286.442805
17,1921.243099,1564.629916,1269.380211
18,1945.236221,1576.844677,1277.761493
19,1945.236221,1591.709061,1240.956753
20,1972.117712,1581.536417,1231.122084
21,1960.553268,1598.438387,1321.487099
22,1970.992929,1618.585127,1285.088478
23,1970.992929,1605.809128,1224.111638
24,1913.566946,1596.218065,1268.284831
25,1913.566946,1607.237630,1275.475373
26,1934.522291,1615.980503,1321.487099
27,2013.513028,1616.802270,1284.250478
28,1970.992929,1585.461916,1287.731217
29,1970.992929,1606.404426,1266.405843
