Generation,BestFitness,AverageFitness,WorstFitness
0,1898.403837,1400.218179,1049.227987
1,1901.473275,1463.502448,1009.906885
2,1962.483503,1462.098755,1002.388949
3,1887.590476,1459.565511,1068.006690
4,1851.216119,1482.334170,1043.860304
5,1893.258318,1497.094007,1114.433642
6,1935.764972,1499.392276,1123.997835
7,1958.530937,1513.203995,1108.835493
8,2011.382564,1535.850863,1039.012108
9,2011.382564,1533.775800,1127.069391
10,1986.246118,1543.164274,1182.172280
11,1966.654419,1584.953945,1204.218000
12,1999.316503,1595.563087,1211.668299
13,1956.429447,1594.358779,1244.762794
14,1958.530937,1611.795052,1267.190096
15,1966.654419,1614.424862,1263.723571
16,1966.654419,1609.635312,1164.658333
17,2011.382564,1624.610817,1309.458437
18,2072.577798,1630.406139,1309.458437
19,2018.772009,1643.013772,1302.420637
20,2029.569373,1678.284292,1225.578256
21,2029.569373,1677.270781,1353.042916
22,2073.088531,1674.963634,1354.302726
23,1966.654419,1670.626121,1371.713581
24,2018.772009,1675.375971,1334.353452
25,2018.772009,1684.596268,1354.302726
26,2018.772009,1685.114651,1371.713581
27,2018.772009,1670.124473,1359.961815
28,1966.654419,1673.877457,1371.713581
29,2018.772009,1675.953532,1354.302726
