Generation,BestFitness,AverageFitness,WorstFitness
0,1819.626897,1363.205632,951.989783
1,1854.543137,1410.240361,992.465397
2,1810.932935,1418.011755,1053.518794
3,1859.984917,1446.417616,996.068542
4,1809.722311,1437.214308,1099.949741
5,1812.760359,1437.516073,1077.243909
6,1892.007076,1469.020285,1061.091813
7,1892.007076,1475.290401,1075.809437
8,1892.007076,1455.735185,1101.706074
9,1892.007076,1488.608313,1133.588747
10,1832.251300,1503.736462,1152.626265
11,1842.554880,1506.472816,1126.273878
12,1830.641686,1497.869978,1184.799772
13,1808.146466,1500.449097,1070.855982
14,1834.657850,1505.016268,1127.214908
15,1834.657850,1521.293515,1187.388667
16,1812.733326,1533.864621,1248.856984
17,1854.422293,1541.874942,1171.316168
18,1838.656677,1536.977583,1261.846003
19,1834.657850,1534.537281,1243.727186
20,1842.405474,1533.134382,1261.846003
21,1842.405474,1563.457585,1237.030586
22,1858.354333,1554.126947,1233.122092
23,1858.354333,1541.790544,1237.030586
24,1865.263363,1555.050332,1240.098033
25,1871.036425,1568.838272,1243.727186
26,1888.583186,1558.958582,1261.846003
27,1892.007076,1545.269789,1258.807668
28,1892.007076,1537.233577,1228.494457
29,1892.007076,1538.642853,1258.807668
