Generation,BestFitness,AverageFitness,WorstFitness
0,1892.134704,1381.547064,925.851673
1,1892.134704,1430.093473,1015.747698
2,1932.898202,1433.781210,910.313831
3,1932.898202,1426.356513,1071.471784
4,1884.348554,1441.582361,1119.516604
5,1960.064461,1476.967017,1065.858051
6,1990.832657,1488.235396,1052.937247
7,1906.747731,1503.529666,1140.631849
8,1932.898202,1509.533617,1106.279137
9,1932.898202,1529.917418,1163.228946
10,1932.898202,1566.017879,1209.504605
11,1937.528361,1568.846076,1106.535778
12,1981.470848,1589.299466,1235.674030
13,1981.470848,1614.724394,1215.837981
14,2011.912172,1617.029291,1219.796125
15,1981.470848,1601.782884,1201.706547
16,1981.470848,1593.912050,1276.094572
17,1981.470848,1604.906801,1174.405628
18,1981.470848,1622.419854,1301.085813
19,1981.470848,1620.279615,1271.577490
20,1960.064461,1602.385325,1353.402358
21,1981.470848,1613.218831,1268.027341
22,2028.734542,1641.675984,1292.949067
23,1983.444889,1640.636218,1253.661951
24,1960.064461,1638.747453,1289.386480
25,1960.064461,1642.809551,1316.327670
26,1960.064461,1639.952578,1338.026004
27,1981.470848,1624.492040,1353.402358
28,2044.601512,1637.151516,1316.035181
29,1981.470848,1630.212845,1338.026004
