Generation,BestFitness,AverageFitness,WorstFitness
0,1863.333294,1381.422297,920.486316
1,1878.906901,1427.224871,1033.453713
2,1769.216158,1429.941950,1026.364978
3,1821.506620,1435.539794,1072.057079
4,1858.281844,1449.818409,1039.028587
5,1858.281844,1478.705475,1141.260118
6,1852.578868,1479.280177,1110.086699
7,1852.578868,1495.022623,1177.632147
8,1852.578868,1490.028711,1177.980045
9,1894.760076,1493.267665,1144.235070
10,1894.760076,1497.468162,1101.075790
11,1863.333294,1507.739093,1175.332448
12,1890.518835,1533.894362,1174.479330
13,1902.928384,1534.523765,1226.282831
14,1960.109794,1524.549207,1211.289350
15,1960.109794,1563.564459,1233.104807
16,1866.635453,1566.554766,1257.594305
17,1869.827501,1538.903555,1181.526604
18,1845.838939,1547.746415,1216.531166
19,1960.109794,1572.709855,1184.787905
20,1960.109794,1574.743221,1274.845205
21,1960.109794,1576.650818,1245.709069
22,1903.971515,1594.188201,1267.219545
23,1897.509165,1579.814139,1239.847668
24,1902.928384,1570.573217,1267.219545
25,1902.928384,1595.204144,1296.141196
26,1914.527660,1595.952471,1306.649387
27,1902.928384,1577.331864,1267.219545
28,1960.109794,1590.253328,1306.649387
29,1897.445136,1593.332049,1257.575700
