Generation,BestFitness,AverageFitness,WorstFitness
0,1871.140901,1396.078647,1024.098695
1,1871.140901,1447.084308,1100.646045
2,1871.140901,1452.250801,997.637367
3,1871.140901,1458.556194,1003.652479
4,1887.998006,1468.310617,1165.685243
5,1887.998006,1481.242451,1078.971023
6,1895.599926,1504.661087,1159.619071
7,1887.998006,1501.214831,1174.398495
8,1886.033770,1509.622037,1127.446693
9,1924.360654,1515.908166,1081.543074
10,1879.150494,1517.112744,1157.157491
11,1887.998006,1552.274543,1192.249328
12,1907.110454,1567.394444,1129.145075
13,1928.748232,1564.474987,1217.350338
14,1928.748232,1566.679168,1259.491109
15,1885.899513,1572.704992,1275.143914
16,1887.998006,1595.112618,1289.488501
17,1948.819191,1595.937246,1209.752803
18,1907.896142,1607.030520,1226.984543
19,1928.748232,1628.155057,1276.857309
20,1938.668255,1629.728928,1308.264169
21,1930.826732,1618.064960,1355.630956
22,1920.158836,1604.041492,1277.071771
23,1899.913823,1612.155897,1308.264169
24,1928.748232,1617.393621,1347.069544
25,1928.748232,1622.794365,1313.609068
26,1928.748232,1613.389179,1334.701363
27,1928.748232,1616.000113,1308.264169
28,1928.748232,1607.793416,1326.894319
29,1989.586280,1621.771753,1326.894319
