Generation,BestFitness,AverageFitness,WorstFitness
0,1888.037713,1379.889047,1044.074425
1,1888.037713,1413.058397,1019.936091
2,1868.926965,1434.767579,1068.316569
3,1863.915647,1444.276398,1037.656102
4,1921.759875,1468.565082,1103.997050
5,1921.759875,1482.285709,1059.270298
6,1921.759875,1505.151832,1072.213902
7,1921.759875,1508.583899,1111.197029
8,1940.261642,1500.280095,1148.172660
9,1983.446027,1525.781527,1029.344809
10,1983.446027,1559.748964,1181.675341
11,1983.446027,1573.176303,1156.229472
12,1983.446027,1574.661285,1174.650373
13,1973.198838,1574.529538,1130.173224
14,1983.446027,1600.453637,1126.703825
15,1983.446027,1619.883255,1272.305967
16,1950.686592,1635.469349,1260.438503
17,1983.446027,1641.531967,1276.586936
18,1992.715674,1620.670040,1257.039986
19,1983.446027,1628.116403,1257.853623
20,1983.446027,1647.030969,1272.025174
21,1983.446027,1659.818118,1337.117827
22,1929.098105,1639.370247,1329.884975
23,1951.356991,1629.731467,1337.117827
24,1941.157439,1607.543842,1281.300865
25,1983.446027,1612.604709,1351.601587
26,2043.773439,1615.375461,1334.089104
27,1967.157799,1609.072313,1351.601587
28,1983.446027,1635.196090,1275.597341
29,1983.446027,1643.747964,1341.951375
