Generation,BestFitness,AverageFitness,WorstFitness
0,1861.927123,1401.568872,967.360140
1,1864.567215,1447.688973,1040.506818
2,1837.784910,1427.561421,1132.667591
3,1818.084993,1444.949355,983.258445
4,1836.134633,1463.993372,1056.794073
5,1836.134633,1463.696843,1093.714006
6,1835.955897,1464.409954,1001.632718
7,1835.955897,1485.183284,1174.009007
8,1860.691246,1499.001101,1175.777999
9,1930.834243,1509.028570,1103.523626
10,1956.826905,1515.893698,1127.106350
11,1864.148828,1537.986754,1115.468374
12,1912.168166,1571.229621,1196.083240
13,1912.168166,1560.391249,1239.145983
14,1832.353131,1556.052420,1162.911115
15,1887.187428,1558.130704,1197.669743
16,1933.777566,1555.606929,1278.556308
17,1957.576868,1572.621905,1232.961619
18,1980.925742,1592.382160,1299.044901
19,1933.777566,1585.099446,1227.961140
20,1933.777566,1594.870453,1288.782100
21,1960.196305,1591.490186,1254.771438
22,1933.777566,1605.568498,1288.782100
23,1933.777566,1603.209975,1244.645273
24,1933.777566,1596.734184,1242.036068
25,1930.834243,1601.100686,1305.092307
26,1991.698902,1601.006966,1288.782100
27,1928.070691,1584.045938,1288.736228
28,1899.526344,1595.551783,1334.993095
29,1933.777566,1623.469230,1351.609687
