Generation,BestFitness,AverageFitness,WorstFitness
0,1926.811029,1396.559148,1015.436162
1,1931.614822,1449.993691,1028.607981
2,1984.215432,1455.912996,1052.833640
3,2029.429275,1474.559837,996.756812
4,2041.272887,1495.280091,1104.224905
5,1970.157499,1528.676529,1055.819977
6,1970.157499,1521.976292,1030.979133
7,2029.429275,1544.517579,1133.876890
8,2041.272887,1556.618504,1154.554492
9,1924.505190,1569.979082,1209.327835
10,1984.215432,1602.928893,1077.147025
11,1984.215432,1602.308258,1193.235602
12,1970.157499,1612.168288,1258.032857
13,1984.215432,1608.449010,1201.917705
14,1996.059320,1633.547596,1295.493293
15,2029.429275,1649.720943,1186.476766
16,2029.429275,1644.133575,1301.804981
17,1984.215432,1659.535594,1332.420327
18,2029.429275,1654.558499,1345.869930
19,2029.429275,1655.334788,1226.854300
20,2029.429275,1666.675870,1367.145639
21,2029.429275,1687.267564,1319.580645
22,2029.429275,1694.442065,1404.080452
23,2029.429275,1691.413126,1404.080452
24,2029.429275,1696.030308,1345.869930
25,1984.215432,1687.276755,1332.420327
26,2029.429275,1691.211863,1332.420327
27,2029.429275,1683.482151,1345.869930
28,2029.429275,1668.533968,1349.692147
29,2029.429275,1675.442565,1349.692147
