Generation,BestFitness,AverageFitness,WorstFitness
0,1942.050752,1392.954554,1030.420494
1,1942.050752,1429.003998,999.556916
2,1890.792928,1434.777961,1111.017489
3,1942.050752,1459.331091,994.622399
4,1942.050752,1470.281647,1111.929030
5,1915.068581,1474.327391,1020.112813
6,1915.068581,1493.426820,1075.766758
7,1915.068581,1497.080995,1076.850543
8,1942.050752,1505.047601,1214.019864
9,1995.110690,1541.224280,1168.785066
10,1942.050752,1544.735509,1186.907290
11,1917.792094,1540.060144,1139.967467
12,1948.366615,1557.547721,1200.467826
13,1963.013218,1592.986348,1248.115522
14,1963.013218,1601.642652,1065.813102
15,1963.013218,1580.407181,1203.074364
16,1948.366615,1594.346201,1164.335626
17,1963.013218,1609.006613,1215.282326
18,1982.228408,1607.448640,1287.528038
19,1963.013218,1614.792728,1275.267026
20,1963.013218,1610.113326,1342.745541
21,1963.013218,1632.806023,1364.291477
22,1942.050752,1643.861698,1271.225540
23,1948.366615,1643.307194,1354.503405
24,1964.428594,1622.422986,1246.182325
25,1917.792094,1608.023130,1338.766063
26,1963.013218,1632.295050,1365.204047
27,2033.917529,1656.146939,1365.204047
28,1952.913812,1633.846085,1354.844473
29,1942.050752,1631.014105,1365.204047
