Generation,BestFitness,AverageFitness,WorstFitness
0,1777.894834,1389.474676,1027.353687
1,1823.975099,1417.706405,1032.400100
2,1823.975099,1421.311395,1051.268043
3,1834.925629,1439.317884,1067.235528
4,1834.925629,1441.632844,1098.768865
5,1834.925629,1461.508435,1080.881978
6,1852.479785,1474.524395,1127.301045
7,1852.479785,1490.290086,1117.055681
8,1838.539856,1503.063803,1151.968081
9,1974.421862,1495.967862,1071.475526
10,1974.421862,1505.106703,1065.443419
11,1884.543461,1519.822685,1121.944398
12,1974.421862,1528.316008,1176.419921
13,1974.421862,1526.457551,1195.103882
14,1913.369904,1528.953343,1188.908144
15,1857.468473,1554.028872,1252.974605
16,1974.421862,1561.732331,1239.933163
17,2036.803727,1567.143103,1169.361232
18,1870.453298,1563.218299,1223.272937
19,1974.421862,1562.971293,1263.588488
20,1974.421862,1577.956702,1218.768307
21,1974.421862,1596.966666,1263.662399
22,1974.421862,1598.678509,1263.662399
23,1974.421862,1599.307873,1260.461194
24,1995.195972,1607.261149,1325.789080
25,1913.369904,1608.527418,1330.845344
26,1947.820771,1614.600311,1281.278054
27,1870.453298,1598.909838,1255.720133
28,1870.453298,1584.658420,1281.278054
29,1922.370532,1595.885704,1256.359071
