Generation,BestFitness,AverageFitness,WorstFitness
0,1887.149562,1384.696869,1063.392516
1,1913.672724,1418.977697,928.061922
2,1897.170325,1434.573023,1074.084847
3,1897.170325,1458.918560,981.571925
4,1846.048576,1461.263252,1128.984339
5,1975.779479,1469.874261,1050.326762
6,2015.727124,1479.032151,1094.680929
7,1975.779479,1495.762998,1083.378820
8,1975.779479,1510.761331,1077.480150
9,1922.703291,1506.977954,1196.603362
10,1937.748983,1511.237906,1148.683058
11,1917.264166,1529.390851,1153.533339
12,1910.385701,1553.410068,1005.133809
13,1910.385701,1583.435534,1210.585759
14,1917.264166,1574.723862,1191.364317
15,1975.779479,1579.928803,1171.689936
16,1975.779479,1596.785725,1268.650355
17,1944.231444,1609.010184,1258.536781
18,1966.539530,1628.595999,1265.424434
19,1966.539530,1637.085359,1224.929560
20,1975.779479,1621.580602,1271.104548
21,2018.625712,1622.471619,1280.497886
22,1975.779479,1624.961971,1318.213772
23,1975.779479,1615.429296,1298.239000
24,2005.279673,1612.413936,1292.497134
25,1934.931487,1635.488955,1333.503146
26,1975.779479,1645.722107,1333.503146
27,1975.779479,1631.566862,1333.503146
28,1931.452616,1623.790899,1333.503146
29,1931.452616,1619.040605,1333.503146
