Generation,BestFitness,AverageFitness,WorstFitness
0,1802.493662,1402.899573,1104.846178
1,1846.799582,1448.961043,1088.806306
2,1871.112262,1449.541831,1075.329417
3,1871.112262,1448.232697,1054.604863
4,1872.321058,1470.527347,1005.240663
5,1929.612663,1495.078696,1117.685715
6,1929.612663,1514.167056,1045.047589
7,1929.612663,1526.181095,1024.848326
8,1988.124178,1539.811031,1178.647703
9,1988.124178,1572.651400,1210.550067
10,1929.612663,1571.170040,1207.855662
11,1902.809529,1546.453710,1219.771134
12,1935.039459,1565.893439,1177.621381
13,1935.039459,1581.511147,1233.974720
14,1903.580424,1582.440554,1233.240580
15,1945.837593,1600.079452,1227.252192
16,1976.262394,1619.555409,1272.283591
17,1988.124178,1605.946319,1276.920632
18,1988.124178,1608.847312,1114.873669
19,1935.039459,1619.182356,1286.963507
20,1960.042865,1634.984865,1286.775892
21,1976.262394,1641.452534,1274.081960
22,1953.979142,1620.460009,1332.299317
23,1953.979142,1628.843115,1273.386121
24,1988.124178,1628.893421,1290.976687
25,1988.124178,1624.606289,1332.299317
26,1988.124178,1644.132211,1325.151002
27,1988.124178,1656.363565,1372.729669
28,1988.124178,1654.977393,1284.774771
29,1988.124178,1658.606306,1255.802305
