Generation,BestFitness,AverageFitness,WorstFitness
0,1973.893643,1387.463234,1000.051464
1,1973.893643,1416.122643,1068.525964
2,2059.338971,1440.573143,1072.106364
3,1938.169923,1464.623113,1143.473762
4,1963.475379,1464.455085,1080.022476
5,1933.200775,1472.028766,1093.470475
6,1959.011710,1488.318205,1053.097037
7,1870.006190,1503.543637,1102.966251
8,1960.269536,1511.921106,1179.798234
9,1960.269536,1538.592140,1141.791759
10,1973.893643,1553.222621,1162.165352
11,2019.830815,1576.362780,1194.360003
12,1969.264144,1581.963311,1229.878622
13,1921.895667,1575.289902,1195.152054
14,1973.893643,1581.433161,1192.585477
15,2019.577590,1588.205606,1273.694691
16,1973.893643,1619.482665,1343.419919
17,2012.868243,1621.983939,1306.298547
18,1973.893643,1625.745573,1315.782398
19,2015.932166,1630.717240,1258.483323
20,2012.868243,1632.779353,1212.453976
21,1973.893643,1633.835102,1289.531906
22,2015.932166,1633.486629,1304.650610
23,1918.116185,1620.905383,1316.787358
24,1918.116185,1628.193901,1291.961523
25,1973.893643,1646.909114,1339.201675
26,1973.893643,1653.566592,1345.483933
27,1973.893643,1650.201370,1345.483933
28,2073.421161,1646.441955,1336.500491
29,1973.893643,1630.170426,1247.024200
