Generation,BestFitness,AverageFitness,WorstFitness
0,1824.327414,1391.085271,1074.855760
1,1828.646193,1426.707837,1018.911583
2,1879.342333,1422.995185,1047.301709
3,1902.109235,1425.733030,1042.210940
4,1925.830791,1442.158461,1063.149304
5,1925.830791,1468.996506,1084.707638
6,1804.359468,1462.815323,1092.844588
7,1937.906135,1495.643315,1082.847481
8,1937.906135,1516.443280,1141.951041
9,1872.891987,1528.385026,1115.664884
10,1876.681969,1538.554674,1205.575245
11,1900.694955,1529.184722,1134.853915
12,1876.681969,1541.172965,1197.455209
13,1919.690675,1552.715754,1225.691381
14,1935.842632,1559.941211,1192.204939
15,1937.906135,1575.327187,1097.694955
16,1937.906135,1573.925665,1191.525954
17,1937.906135,1580.320177,1243.509893
18,1937.906135,1590.476122,1264.832756
19,1876.681969,1567.055781,1263.342402
20,1876.681969,1573.378615,1248.324594
21,1880.887864,1592.865434,1294.446985
22,1880.887864,1594.226143,1281.575263
23,1925.830791,1596.933466,1323.239791
24,1937.906135,1613.477758,1238.429016
25,1937.906135,1604.614530,1281.575263
26,1951.288045,1602.566527,1294.446985
27,1937.906135,1616.130372,1294.446985
28,1937.906135,1604.101587,1270.685321
29,1937.906135,1604.125755,1281.575263
