Generation,BestFitness,AverageFitness,WorstFitness
0,1846.546484,1397.996901,997.024495
1,1878.676148,1431.736012,998.515773
2,1774.937649,1429.018623,1012.764644
3,1828.618545,1443.887821,977.724267
4,1853.559658,1469.447703,1119.961337
5,1853.559658,1479.388293,1059.762924
6,1884.485738,1488.515664,1146.687585
7,1884.485738,1487.221033,1062.277689
8,1848.423100,1484.337559,1116.645940
9,1859.365344,1487.870307,1190.344639
10,1845.385675,1523.104899,1137.770582
11,1946.660449,1537.905307,1227.385518
12,1946.660449,1558.889416,1182.119459
13,1864.722318,1565.132849,1176.905966
14,1914.170138,1577.663219,1219.172639
15,1914.170138,1570.449321,1214.701306
16,1905.458277,1562.555970,1248.137035
17,1914.695572,1582.367891,1270.135202
18,1905.458277,1610.081662,1253.258295
19,1905.458277,1599.080068,1260.613242
20,1897.512273,1564.083683,1272.680179
21,1897.512273,1579.552418,1281.200836
22,1897.512273,1609.907731,1281.792658
23,1897.512273,1606.150201,1264.697855
24,1920.919397,1588.583947,1281.792658
25,1848.423100,1588.932152,1285.997876
26,1892.892652,1596.811558,1306.816075
27,1917.223125,1593.897726,1272.117412
28,1944.232712,1581.495057,1265.694660
29,1897.512273,1580.428845,1302.295855
