Generation,BestFitness,AverageFitness,WorstFitness
0,1930.040275,1390.627556,1012.012866
1,1930.040275,1415.297632,999.151205
2,1839.651938,1406.461700,1039.285533
3,1968.046519,1436.183194,1078.704959
4,1968.046519,1468.159992,1139.240136
5,1844.213144,1465.077662,1073.990074
6,1968.046519,1471.002442,1097.502664
7,1982.109263,1512.807589,1050.839264
8,1982.109263,1524.952883,1158.967397
9,1910.310577,1545.114744,1118.107612
10,1982.109263,1565.577891,1206.314515
11,1982.109263,1563.020310,1202.559464
12,1946.900345,1554.528722,1128.616608
13,1933.479084,1557.404129,1149.774859
14,1910.310577,1581.562539,1177.269508
15,1939.178101,1575.860648,1223.741112
16,1968.046519,1577.405111,1186.391953
17,1982.109263,1614.915123,1231.753553
18,1983.958954,1628.216891,1308.718171
19,1982.109263,1618.266545,1308.726238
20,1989.724616,1628.752749,1298.960840
21,1982.109263,1628.056406,1330.436154
22,1992.517054,1618.001293,1307.975673
23,1968.046519,1604.904962,1307.975673
24,1968.046519,1597.695085,1278.287534
25,1968.046519,1608.824376,1346.705294
26,1933.479084,1625.036844,1278.729238
27,1968.046519,1630.522570,1346.705294
28,1982.109263,1618.112094,1263.185338
29,1983.958954,1625.622865,1346.705294
