Generation,BestFitness,AverageFitness,WorstFitness
0,1992.622123,1381.785022,1038.259005
1,2004.670302,1435.145192,995.885883
2,2018.762022,1444.661350,1049.058201
3,2018.762022,1456.926411,1023.822873
4,1946.122535,1467.346598,1032.946106
5,2074.184296,1489.008167,1028.921251
6,2108.370185,1507.066972,1076.955428
7,2108.370185,1542.790708,1094.781217
8,2108.370185,1557.344001,1095.087485
9,2074.184296,1576.483618,1173.877667
10,2074.184296,1586.985816,1007.953429
11,2064.030450,1610.195595,1163.348120
12,2093.395383,1634.625397,1192.400798
13,2018.762022,1636.551799,1212.686379
14,2134.184296,1662.487572,1187.762083
15,2134.184296,1691.009960,1244.588337
16,2162.245834,1693.558823,1226.615392
17,2074.184296,1680.258026,1288.763419
18,2108.370185,1705.751920,1295.017222
19,2108.370185,1724.045391,1266.362863
20,2134.184296,1764.708267,1177.520887
21,2134.184296,1772.169805,1386.198922
22,2229.894185,1751.875542,1393.764032
23,2179.784295,1755.222355,1441.141554
24,2134.184296,1761.854538,1438.019985
25,2134.184296,1779.247412,1393.149656
26,2134.184296,1781.979501,1461.579940
27,2108.370185,1761.046652,1461.579940
28,2134.184296,1781.572624,1461.579940
29,2184.294185,1798.977974,1461.579940
