Generation,BestFitness,AverageFitness,WorstFitness
0,1893.910246,1392.633255,1056.844194
1,1915.739236,1443.182916,1016.840564
2,1975.088532,1466.870257,1023.176829
3,1980.517104,1489.413290,1061.083533
4,2005.514996,1473.237560,1072.780411
5,2005.514996,1489.005887,1145.566957
6,1982.424440,1514.909847,1097.601485
7,1982.424440,1549.895734,1091.182218
8,1982.424440,1567.763945,1189.825322
9,1960.224085,1564.877892,1089.676839
10,1975.847500,1580.976245,1189.577467
11,2036.710153,1592.053701,1206.773145
12,2036.710153,1611.484014,1211.364325
13,2067.610153,1624.759360,1228.621036
14,1975.088532,1616.313071,1205.994300
15,2036.710153,1645.989861,1172.294491
16,2036.710153,1663.639586,1273.905025
17,2037.409047,1666.160181,1311.906970
18,2036.710153,1666.187115,1258.997702
19,2036.710153,1673.499039,1377.600020
20,2036.710153,1662.622697,1261.321421
21,2122.569612,1673.331658,1098.653228
22,1982.424440,1665.581000,1386.316062
23,2036.710153,1671.122080,1361.892062
24,2036.710153,1675.373612,1416.451957
25,2036.710153,1700.768589,1400.022482
26,2036.710153,1714.515911,1445.173922
27,2036.710153,1699.641601,1400.022482
28,2036.710153,1701.543443,1428.354736
29,2034.322509,1709.894928,1400.022482
