Generation,BestFitness,AverageFitness,WorstFitness
0,1873.217512,1382.198943,968.537959
1,1873.217512,1428.870406,1073.032758
2,1858.156591,1420.761139,1032.355235
3,1861.503306,1441.937530,1046.815738
4,1911.644005,1466.662197,1043.595511
5,1911.644005,1462.952129,1062.849529
6,1911.644005,1478.195722,1088.612670
7,1878.832787,1518.365218,1073.032758
8,1965.380919,1517.239410,1104.027610
9,1965.380919,1504.934528,1126.009671
10,1917.307330,1515.590508,1162.839836
11,1908.125734,1528.030970,1120.738954
12,1900.907377,1523.839839,1132.982387
13,1900.907377,1539.993090,1205.635272
14,1792.525344,1540.723716,1193.371447
15,1848.697464,1553.371620,1218.328140
16,1886.017978,1579.551523,1200.673464
17,1931.376001,1565.404426,1179.546172
18,1908.125734,1558.849695,1268.572308
19,1938.483396,1597.311134,1259.036810
20,1965.380919,1616.347062,1204.463737
21,1997.375209,1605.952290,1216.016219
22,1965.380919,1589.091601,1259.036810
23,1965.380919,1607.913403,1305.073854
24,1965.380919,1597.582497,1301.129668
25,1911.644005,1600.342958,1295.265995
26,1911.644005,1611.986037,1273.695769
27,1908.125734,1587.369208,1295.906078
28,1965.380919,1582.048654,1236.670562
29,1965.380919,1611.308385,1295.265995
