Generation,BestFitness,AverageFitness,WorstFitness
0,1803.696730,1384.051304,964.486539
1,1847.292554,1398.889558,968.130532
2,1974.935886,1435.076692,950.111865
3,1974.935886,1462.796641,1052.032439
4,1992.397450,1472.596748,1056.881435
5,2013.236664,1502.881942,1101.677174
6,1992.397450,1503.579715,1121.814811
7,1992.397450,1520.509103,1048.911360
8,1992.397450,1525.362636,1112.291426
9,1992.397450,1560.851057,1168.581057
10,1992.397450,1596.265921,1162.973613
11,1990.586666,1593.973370,1182.941873
12,1990.586666,1625.211794,1239.723164
13,1997.664305,1636.190217,1182.612084
14,1997.664305,1618.334872,1236.574485
15,2044.701016,1618.980425,1251.668381
16,2044.701016,1640.634374,1303.983205
17,2044.701016,1659.622504,1239.617152
18,2044.701016,1688.786609,1354.016019
19,2098.926840,1715.911452,1322.927174
20,1997.664305,1697.272788,1305.817428
21,2066.781062,1695.566304,1383.320919
22,2044.701016,1719.459490,1219.400321
23,2086.959311,1715.423491,1315.024440
24,2044.701016,1706.490040,1360.919563
25,2077.643329,1730.205573,1403.940763
26,2044.701016,1732.187278,1410.251443
27,2044.701016,1734.928086,1421.063863
28,2044.701016,1710.435672,1394.156543
29,2086.959311,1706.288851,1439.723825
