Generation,BestFitness,AverageFitness,WorstFitness
0,1779.282597,1366.947270,903.599156
1,1779.282597,1395.537343,954.021899
2,1777.807117,1392.413312,872.242028
3,1929.635763,1406.409348,993.536356
4,1929.635763,1427.843021,1030.072717
5,1813.701816,1465.674360,1081.127699
6,1827.882395,1496.046355,1131.269240
7,1813.701816,1475.985018,1041.359188
8,1859.329636,1470.932645,1143.550273
9,1859.329636,1491.213948,1155.237690
10,1868.554494,1511.931571,1160.491539
11,1929.635763,1521.727600,1117.980433
12,1929.635763,1527.986348,1172.529538
13,1903.407392,1532.681923,1187.694301
14,1873.233370,1529.385239,1157.489857
15,1873.233370,1544.024526,1171.659205
16,1896.252643,1554.316810,1099.162467
17,1878.058462,1554.292399,1284.883152
18,1929.635763,1578.078417,1217.021213
19,1929.635763,1585.695029,1266.058081
20,1877.938678,1593.049316,1328.417128
21,1894.028811,1578.742686,1264.629999
22,1894.028811,1579.864348,1328.417128
23,1894.028811,1594.784855,1305.311904
24,1894.028811,1582.669883,1256.573009
25,1894.028811,1559.996357,1249.109073
26,1878.058462,1582.612416,1247.075508
27,1925.322900,1589.148264,1302.559833
28,1894.028811,1583.106674,1304.509473
29,1892.287786,1593.230887,1328.417128
