Generation,BestFitness,AverageFitness,WorstFitness
0,1886.198160,1401.365117,1048.313233
1,1913.424791,1448.642758,979.214678
2,1913.424791,1423.097904,1082.758497
3,1816.893231,1446.727597,967.554769
4,1845.357399,1456.868589,1003.300099
5,1846.145137,1472.355455,1031.784102
6,1825.162456,1464.155548,1096.537142
7,1887.749550,1476.587903,1101.881198
8,1887.749550,1509.513713,1138.753387
9,1871.721490,1527.065169,1137.499593
10,1867.589080,1532.021092,1179.952155
11,1918.298884,1545.310970,1125.678980
12,1918.298884,1557.229303,1230.651794
13,1918.298884,1564.496615,1180.863104
14,1918.298884,1550.533828,1227.077869
15,1871.721490,1550.835346,1146.712079
16,1870.787557,1572.272281,1251.165965
17,1911.786426,1582.317026,1244.187760
18,1918.298884,1576.432133,1296.104811
19,1918.298884,1606.547334,1303.373194
20,1903.197021,1615.192811,1259.123737
21,1917.893038,1597.781817,1259.123737
22,1894.670049,1578.619458,1274.333776
23,1944.790680,1593.437079,1284.382677
24,1944.790680,1613.293894,1269.748464
25,1894.670049,1609.613502,1296.471499
26,1944.790680,1612.475038,1295.038593
27,1944.790680,1609.792851,1248.110513
28,1943.474129,1607.613043,1296.471499
29,1918.298884,1605.966764,1308.913791
