Generation,BestFitness,AverageFitness,WorstFitness
0,1936.338148,1409.286718,992.753797
1,1936.338148,1448.844456,1006.663488
2,1890.086809,1448.130203,1084.714657
3,1947.462239,1465.152790,1129.045553
4,1947.462239,1484.348246,998.083530
5,1951.775646,1506.867595,1129.045553
6,1951.775646,1541.274267,1124.764921
7,1921.204860,1559.568861,1158.266879
8,1924.596552,1543.307955,1135.846669
9,1967.327433,1563.812440,1147.156981
10,1990.414404,1568.108750,1180.355484
11,1979.668836,1569.592391,1164.540852
12,1967.327433,1593.915419,1166.643503
13,1967.330285,1609.781454,1228.592714
14,2028.910830,1624.604962,1287.356288
15,1967.330285,1627.804806,1297.887313
16,2013.539934,1647.014267,1220.755554
17,2013.539934,1649.050897,1262.030270
18,2013.539934,1648.039172,1275.110811
19,2013.539934,1670.076842,1339.423238
20,2013.539934,1670.395675,1315.198305
21,2022.786892,1669.232349,1330.210682
22,1982.804585,1670.587989,1297.547913
23,1951.775646,1656.039644,1275.556232
24,1967.327433,1664.725722,1327.005119
25,2004.332426,1664.128917,1360.608698
26,2013.539934,1682.471738,1363.673762
27,2013.539934,1690.350313,1413.124122
28,2013.539934,1680.913505,1328.666566
29,2018.171473,1678.795346,1352.320186
