Generation,BestFitness,AverageFitness,WorstFitness
0,1920.380070,1407.743478,1024.192355
1,1920.380070,1446.982006,998.157910
2,1918.080385,1440.081402,1055.615212
3,1940.800646,1451.178139,1071.556053
4,1940.800646,1478.312468,1099.470113
5,1936.490254,1510.407621,1094.413095
6,1987.246709,1544.958604,1146.325977
7,1989.399916,1558.192339,1115.948513
8,1989.399916,1553.873191,1109.408003
9,2037.539612,1551.674939,1201.686567
10,2038.170412,1577.344829,1168.834933
11,2038.170412,1575.231328,1202.225863
12,2038.170412,1594.025460,1134.741083
13,2038.170412,1631.926755,1224.053555
14,2047.151880,1644.583537,1153.533393
15,1968.850187,1656.382083,1286.376356
16,2037.539612,1658.864193,1229.924344
17,2037.539612,1650.418551,1249.747039
18,1987.034977,1664.837552,1328.134672
19,1984.149723,1665.902453,1286.386291
20,2038.170412,1688.496907,1269.839731
21,2038.170412,1691.381481,1332.690151
22,2038.170412,1697.056199,1308.063549
23,2038.170412,1710.505824,1377.732924
24,2038.170412,1711.413565,1336.456651
25,2038.170412,1708.064072,1380.447170
26,2047.151880,1704.476422,1416.150561
27,2047.151880,1707.599219,1332.690151
28,2045.099729,1700.399044,1416.150561
29,2038.170412,1705.603821,1416.150561
