Generation,BestFitness,AverageFitness,WorstFitness
0,1868.075125,1396.395153,992.043317
1,1868.075125,1438.823995,998.070964
2,1957.661986,1448.198674,1097.977801
3,1957.661986,1464.048368,1091.157720
4,1957.661118,1478.348510,1106.474047
5,1957.661118,1482.155588,1110.484376
6,1943.592940,1504.365370,1156.871768
7,2002.875590,1544.235773,1093.297529
8,2002.875590,1565.007866,1187.645027
9,2009.007575,1571.161330,1165.245791
10,1988.809883,1576.838943,1180.977966
11,1988.809883,1600.421889,1171.358407
12,2002.875590,1616.188004,1158.219447
13,2002.875590,1619.441921,1270.075762
14,2010.484861,1646.488770,1254.234968
15,2002.875590,1638.821091,1273.817223
16,1957.661986,1639.948972,1351.855579
17,1957.661986,1655.010898,1285.368788
18,2048.183921,1664.292024,1343.793229
19,2048.183921,1688.391060,1213.509167
20,2048.183921,1699.404385,1371.347015
21,2062.137234,1684.065392,1347.504755
22,2048.183921,1693.797894,1362.597525
23,2048.183921,1720.666000,1281.676955
24,2048.183921,1685.170201,1297.218215
25,2048.183921,1695.979342,1311.166234
26,2048.183921,1720.317996,1359.670542
27,2048.183921,1705.515888,1380.886713
28,2048.183921,1669.577967,1405.224816
29,2002.875590,1663.580508,1367.464981
