Generation,BestFitness,AverageFitness,WorstFitness
0,1968.872227,1393.944995,967.420280
1,1968.872227,1440.067934,925.598096
2,1941.335889,1454.290217,1103.756190
3,1941.335889,1479.599430,1078.048071
4,1980.725977,1496.126849,1113.150595
5,1994.033331,1496.203914,1151.152929
6,1980.725977,1506.164363,1123.692103
7,1980.725977,1531.937785,1148.726222
8,1988.319342,1567.879926,1123.708759
9,1965.866243,1572.237844,1048.228674
10,1965.866243,1584.981970,1193.864270
11,1941.335889,1589.753612,1194.377342
12,1965.866243,1592.556174,1211.177910
13,2013.519704,1617.941520,1240.874454
14,2013.519704,1638.877719,1255.013147
15,2010.939549,1631.294577,1214.173806
16,1965.866243,1628.978036,1280.696784
17,2100.888630,1633.511147,1244.080749
18,1970.613421,1638.178178,1358.268316
19,1958.449809,1632.702777,1228.337101
20,1962.075539,1636.233925,1220.758132
21,2009.962702,1659.315801,1358.268316
22,1965.978694,1669.541536,1358.268316
23,1982.270538,1671.978707,1346.832054
24,1941.335889,1666.369695,1358.268316
25,1965.978694,1660.556177,1351.862092
26,1965.978694,1646.289764,1352.121913
27,2014.578375,1636.117709,1358.268316
28,2014.578375,1651.712939,1369.713161
29,2014.578375,1665.765076,1358.268316
