Generation,BestFitness,AverageFitness,WorstFitness
0,1934.905510,1420.665775,1072.237022
1,1934.905510,1451.371952,986.432800
2,1928.765095,1481.734000,1066.079651
3,1960.036513,1478.345822,1039.982283
4,1960.036513,1500.722614,1050.142755
5,1929.104577,1527.923121,1153.622010
6,1929.104577,1519.106239,1127.003343
7,1962.228300,1513.802390,1146.117010
8,1962.228300,1538.781393,1122.668721
9,1934.905510,1569.541184,1185.536020
10,1975.693144,1588.457691,1185.973929
11,2006.853385,1598.668193,1197.571537
12,2020.099686,1601.029129,1139.720502
13,2020.099686,1622.126893,1170.305448
14,2020.099686,1630.116315,1215.422884
15,2020.099686,1648.742846,1220.008277
16,2053.634059,1653.332023,1290.561581
17,1964.358202,1652.893165,1273.535173
18,1973.435335,1670.512255,1357.470728
19,2020.099686,1678.802865,1299.045300
20,2020.099686,1679.167844,1369.768369
21,1975.693144,1681.290949,1332.464991
22,2020.099686,1692.010460,1318.737106
23,2020.099686,1690.942858,1341.230359
24,2020.099686,1695.792094,1380.247004
25,2048.127602,1724.801804,1321.972430
26,2020.099686,1712.337868,1388.530956
27,2020.099686,1701.257090,1402.491956
28,2020.099686,1691.570469,1362.123114
29,2053.634059,1704.530061,1409.277233
