Generation,BestFitness,AverageFitness,WorstFitness
0,1839.144709,1384.151728,974.683282
1,1926.759839,1420.410092,1013.831269
2,1926.759839,1421.224290,1057.866526
3,1927.472266,1435.625623,1046.649566
4,1955.825891,1467.939353,1078.057853
5,1955.825891,1506.770025,1137.343442
6,1986.240750,1517.191222,1147.664108
7,1955.825891,1529.535574,1070.779829
8,1910.180037,1543.065066,1105.939635
9,1955.825891,1567.509999,1126.555772
10,1955.825891,1582.791351,1111.143040
11,1955.825891,1591.827061,1089.715729
12,1955.825891,1574.409882,1161.379396
13,1955.825891,1591.609824,1244.256989
14,1955.825891,1606.686362,1251.753075
15,1927.472266,1599.158941,1122.698719
16,1955.825891,1612.714907,1309.338927
17,1955.825891,1626.584211,1305.078553
18,1973.949595,1617.822619,1318.286851
19,1937.161492,1615.963813,1317.835598
20,1951.109670,1615.831700,1312.095201
21,1910.180037,1608.674548,1251.033933
22,1926.759839,1603.560092,1349.475184
23,1927.472266,1592.459189,1247.338980
24,1927.472266,1603.574552,1277.148897
25,1955.825891,1624.763648,1307.213638
26,2003.773728,1624.477557,1305.078553
27,1937.161492,1624.380755,1305.078553
28,1937.161492,1624.622585,1336.505313
29,1969.520275,1615.889891,1293.939253
