Generation,BestFitness,AverageFitness,WorstFitness
0,1948.946011,1363.055618,971.711411
1,1948.946011,1417.205905,1047.925254
2,1948.946011,1428.706416,1089.710264
3,1883.524284,1429.118484,1050.884131
4,1895.969480,1437.578850,1127.197653
5,1903.209453,1463.592067,1066.184204
6,1982.539289,1487.565889,1026.951464
7,1948.946011,1502.477275,1106.767554
8,1892.560156,1522.144965,1105.465824
9,1948.946011,1537.958403,1117.136203
10,1948.946011,1543.373808,1139.439432
11,1948.946011,1564.361862,1127.923136
12,1953.798613,1583.151537,1223.881374
13,1911.801288,1573.878621,1196.627506
14,1982.534599,1578.982270,1256.497780
15,1946.900455,1587.877880,1236.855767
16,1895.969480,1604.365772,1257.253904
17,1895.969480,1603.845542,1232.441992
18,1900.421886,1610.689686,1282.008993
19,1926.732844,1613.094336,1339.918811
20,1970.275001,1624.552249,1339.918811
21,1948.946011,1620.178495,1314.277850
22,1948.946011,1597.021538,1294.097372
23,1918.307919,1624.042436,1280.525130
24,1918.307919,1650.050590,1339.918811
25,1948.946011,1641.762611,1280.525130
26,1976.104846,1631.942088,1315.150147
27,2001.809297,1631.176405,1314.277850
28,1918.307919,1620.967588,1330.092571
29,1997.092611,1640.805771,1314.277850
