Generation,BestFitness,AverageFitness,WorstFitness
0,1966.207634,1393.215193,950.356325
1,1966.207634,1420.691863,957.717487
2,1966.207634,1452.584229,1106.333453
3,1966.207634,1475.173129,1115.272090
4,1835.340074,1474.206415,988.745289
5,1938.891068,1503.510856,1088.292487
6,1938.891068,1522.452968,1113.109002
7,1958.200498,1525.074971,1204.456117
8,1958.200498,1525.537154,1046.862078
9,1914.324654,1539.507470,1235.198769
10,1929.533166,1547.893810,1155.950783
11,1966.207634,1544.322666,1226.110226
12,1966.207634,1563.119077,1212.278614
13,1918.716857,1565.251679,1139.810417
14,1958.200498,1566.443777,1190.900227
15,1966.207634,1586.059806,1174.452961
16,1966.207634,1591.491372,1278.649079
17,1966.207634,1600.253324,1290.786294
18,1966.790369,1619.996549,1297.454170
19,1966.207634,1602.418054,1268.592238
20,1958.200498,1591.897403,1168.503545
21,1966.207634,1605.523175,1297.454170
22,1966.207634,1619.311988,1343.544703
23,1966.207634,1627.955495,1290.786294
24,1966.207634,1629.660811,1228.683902
25,1966.207634,1627.066914,1290.786294
26,1966.207634,1627.660546,1297.454170
27,2015.171284,1628.455761,1291.263499
28,1914.908558,1599.706008,1297.454170
29,1966.207634,1594.379550,1310.971908
