Generation,BestFitness,AverageFitness,WorstFitness
0,1822.686525,1384.377982,961.101808
1,1892.496050,1431.270142,962.585866
2,1892.496050,1433.840038,1031.222000
3,1868.956843,1450.111387,1084.436750
4,1916.006638,1474.279163,1025.351467
5,1917.205947,1485.295621,1028.616915
6,1917.205947,1506.027343,1117.579241
7,1892.496050,1524.870323,1133.894517
8,1883.517378,1530.076554,1082.533898
9,1841.814615,1523.923580,1167.124265
10,1866.904559,1537.618382,1213.718668
11,1917.205947,1561.622128,1150.308519
12,1975.009467,1570.826218,1221.678869
13,1975.009467,1572.471346,1198.813938
14,1917.205947,1572.136274,1146.535702
15,1944.363739,1586.409708,1226.148408
16,1984.459487,1596.622107,1264.152690
17,1975.009467,1604.935949,1263.878094
18,1975.009467,1615.862678,1258.435050
19,1975.009467,1622.022532,1326.054563
20,1927.146184,1625.624173,1260.147002
21,1927.146184,1618.142059,1217.689070
22,1959.452016,1617.867693,1302.515644
23,1917.205947,1623.900692,1304.036659
24,1932.475319,1614.154493,1282.360919
25,1975.009467,1619.790611,1304.036659
26,1979.872477,1632.333889,1304.036659
27,1975.009467,1628.343918,1308.107693
28,1975.009467,1620.616442,1304.036659
29,1975.009467,1616.616424,1312.836231
