Generation,BestFitness,AverageFitness,WorstFitness
0,1884.368710,1397.104615,1013.959816
1,1897.642353,1436.789527,1044.195833
2,1884.368710,1433.838777,1033.844873
3,1844.499171,1444.836889,1075.147176
4,1891.991399,1457.054577,1057.972468
5,1910.017309,1490.158025,1071.216211
6,1935.650660,1516.502510,1121.641439
7,1981.286345,1535.642089,1148.604419
8,1955.777619,1524.337383,1110.063447
9,1981.386222,1539.383225,1126.923252
10,1981.386222,1563.729198,1158.473828
11,2027.606354,1564.170667,1074.695062
12,2033.590113,1575.570134,1190.406193
13,2027.606354,1604.722122,1196.517134
14,2039.651680,1629.770619,1133.584590
15,2035.166366,1631.234433,1222.851128
16,1981.386222,1630.250679,1279.366474
17,1981.386222,1636.766992,1239.829050
18,2027.606354,1631.158771,1310.292870
19,2027.606354,1664.191475,1268.655005
20,1981.386222,1667.443304,1349.789292
21,2027.606354,1667.277215,1298.869887
22,2027.606354,1683.748427,1370.993812
23,2045.575628,1695.288243,1319.435730
24,2027.606354,1676.097393,1402.993260
25,2027.606354,1682.571427,1370.993812
26,2014.785791,1704.298707,1358.881229
27,2027.606354,1705.868733,1362.522628
28,2075.410804,1687.485365,1370.993812
29,1973.682688,1665.844787,1402.993260
