Generation,BestFitness,AverageFitness,WorstFitness
0,1782.432432,1374.258425,1006.977790
1,1841.676645,1411.489543,984.469647
2,1863.616460,1423.140731,1083.587823
3,1847.872952,1436.948625,1084.177694
4,1861.398925,1425.618197,1062.404600
5,1931.667415,1434.211394,1028.221792
6,1889.331611,1473.737431,1088.077033
7,1942.549131,1499.670069,1117.879120
8,1922.985118,1505.082131,1080.064923
9,1980.977442,1509.892944,1074.982577
10,1921.160671,1528.970333,1105.793440
11,1882.823579,1542.212730,1134.744028
12,1882.823579,1522.423561,1188.471576
13,1922.985118,1538.943488,1149.273367
14,1959.506909,1563.654370,1237.186444
15,2013.227738,1575.553140,1223.944684
16,1959.506909,1575.621289,1145.281767
17,1959.506909,1588.168164,1294.304973
18,1959.506909,1610.168022,1250.320472
19,2039.662153,1607.529279,1164.423063
20,2015.499190,1601.810310,1200.495001
21,1977.845864,1608.456988,1242.103754
22,1959.506909,1624.971640,1295.361894
23,1951.922619,1619.006269,1323.648322
24,1980.915048,1613.511968,1311.750388
25,1959.506909,1611.164230,1296.446959
26,1959.506909,1608.027277,1284.611053
27,1959.506909,1616.785719,1323.226153
28,1959.506909,1615.085409,1280.651205
29,1972.946598,1617.181752,1284.611053
