Generation,BestFitness,AverageFitness,WorstFitness
0,1909.128201,1380.027945,963.798804
1,1923.662223,1420.200141,934.690988
2,1923.662223,1426.222137,1018.467719
3,1918.703021,1444.011527,1036.538022
4,2059.084326,1483.105766,1077.394102
5,2059.084326,1486.471565,1067.674442
6,2059.084326,1527.747655,1036.396414
7,2059.084326,1556.875768,1149.481259
8,1968.871049,1540.475938,987.498582
9,1968.871049,1539.553878,1162.052478
10,1933.178170,1571.584562,1162.470127
11,1987.022775,1585.536416,1145.385119
12,2002.902351,1576.272912,1154.938164
13,2059.084326,1602.380585,1156.243975
14,2059.084326,1632.271535,1227.045121
15,2002.902351,1631.587246,1219.766833
16,2002.902351,1618.102194,1260.847815
17,2002.902351,1619.789859,1164.597604
18,2063.655121,1643.471050,1229.217588
19,1948.406986,1659.334494,1343.652750
20,1955.380566,1658.448300,1308.729808
21,2017.329275,1639.781736,1277.560127
22,2002.902351,1656.425661,1385.203884
23,2002.902351,1678.903120,1305.233773
24,2035.921265,1668.858756,1353.870922
25,2008.049196,1665.409970,1359.893596
26,2016.072969,1671.373421,1364.809210
27,2003.529563,1672.637047,1369.380222
28,2007.660496,1670.870218,1332.685079
29,2003.529563,1660.520679,1369.380222
