Generation,BestFitness,AverageFitness,WorstFitness
0,1941.293801,1409.596178,1046.768641
1,1941.293801,1467.202236,972.231746
2,1853.619919,1442.963520,1081.313413
3,1859.978630,1452.533950,1065.447066
4,1885.971138,1462.981947,1139.617200
5,1835.184509,1482.339599,1080.608979
6,1837.780784,1479.148021,1089.173361
7,1844.207860,1504.165099,1194.583485
8,1899.559207,1505.453067,1112.222101
9,1954.816765,1513.200087,1188.378853
10,1994.339222,1542.051185,1143.283481
11,1953.379842,1552.236671,1196.170830
12,1953.379842,1555.779624,1167.261081
13,1965.265056,1574.755654,1252.904896
14,1914.793599,1585.572620,1149.158450
15,1915.976183,1592.126957,1252.268608
16,1934.384906,1589.378291,1227.476100
17,1934.384906,1571.964650,1216.906760
18,1934.384906,1562.777216,1269.959045
19,1918.916593,1575.152616,1301.744308
20,1953.379842,1590.525732,1296.136625
21,1953.379842,1571.743580,1228.019679
22,1953.379842,1571.451862,1290.295364
23,1934.384906,1595.385712,1259.055730
24,1934.384906,1615.313406,1296.136625
25,1895.434037,1624.804475,1292.500962
26,1934.384906,1625.817078,1259.055730
27,1934.384906,1616.391098,1296.136625
28,1934.384906,1623.249336,1292.768379
29,1953.379842,1619.227496,1296.136625
