Generation,BestFitness,AverageFitness,WorstFitness
0,1910.479718,1385.898763,1036.415565
1,1910.479718,1439.261607,972.475552
2,1878.278606,1443.556326,1004.622875
3,1993.291688,1467.352795,1066.801281
4,2028.933641,1507.619156,1130.052273
5,1921.913305,1520.585812,1093.732845
6,1969.090175,1505.675108,1013.812048
7,1969.090175,1525.522883,1101.331825
8,1933.945099,1523.083884,1127.309113
9,1943.083793,1531.290180,1170.279182
10,1937.557565,1549.087148,1131.743006
11,1937.557565,1571.401536,1206.134122
12,1921.913305,1595.428075,1204.038529
13,1993.291688,1590.023665,1179.479079
14,2011.115864,1594.474660,1232.092333
15,1993.291688,1602.840785,1187.820430
16,1973.970943,1642.458538,1294.830314
17,1947.558066,1630.701188,1234.355760
18,1947.558066,1639.005383,1278.940034
19,1993.291688,1656.649961,1153.505666
20,1993.291688,1652.503063,1294.830314
21,1993.291688,1645.030470,1290.223531
22,2011.648860,1624.845288,1377.100798
23,1947.558066,1638.733241,1383.330007
24,1947.558066,1662.012416,1268.399317
25,1993.291688,1666.626151,1308.659754
26,1993.291688,1690.012299,1328.387796
27,1969.090175,1685.628817,1383.330007
28,1993.291688,1663.228848,1273.445851
29,2011.507359,1653.356132,1383.330007
