Generation,BestFitness,AverageFitness,WorstFitness
0,1783.163333,1398.014025,1039.458770
1,1783.163333,1429.614649,953.574600
2,1804.837623,1443.177502,1088.476045
3,1869.867215,1451.525110,1069.094679
4,1869.867215,1457.013825,1114.200773
5,1879.570993,1464.016903,1085.713845
6,1879.570993,1480.367917,1150.214207
7,1866.411036,1501.564371,1133.686917
8,1866.950347,1522.120875,1185.766506
9,1863.321245,1517.346688,1155.547555
10,1870.739321,1524.869868,1156.431726
11,1878.717067,1551.614957,1171.797045
12,1944.387787,1548.530548,1213.440754
13,1944.387787,1544.870927,1116.960617
14,1859.862886,1549.537794,1181.696676
15,1912.906851,1587.480297,1272.649731
16,1912.906851,1589.776428,1245.088970
17,1880.042588,1576.087955,1246.137409
18,1918.924929,1587.724054,1237.505440
19,1996.244897,1586.585607,1237.505440
20,1996.244897,1579.445261,1249.308774
21,1944.387787,1597.370788,1252.897769
22,2019.424225,1624.207219,1237.505440
23,1996.244897,1631.339490,1305.531709
24,1944.387592,1621.088110,1290.180717
25,1892.544715,1615.531672,1301.246938
26,1944.387787,1609.843465,1237.505440
27,1944.387787,1614.992231,1337.322461
28,1959.941943,1622.751981,1337.322461
29,1944.387787,1610.348503,1310.007513
