Generation,BestFitness,AverageFitness,WorstFitness
0,1860.819836,1400.857296,1013.098883
1,1922.862012,1426.713653,1049.857973
2,1922.862012,1427.758358,1029.379776
3,1810.701912,1439.690701,959.140356
4,1922.862012,1464.483590,998.062432
5,1922.862012,1514.718324,1065.074803
6,1977.945285,1504.267757,1148.819656
7,1991.851457,1500.556588,1186.092241
8,1879.611975,1502.189713,1143.368650
9,1919.344356,1516.606537,1167.846284
10,1977.945285,1539.068383,1195.371894
11,1977.945285,1548.340735,1244.969161
12,1928.695958,1545.145415,1226.791263
13,2030.831542,1553.791782,1184.864237
14,1977.945285,1572.809697,1249.841443
15,1933.839485,1569.997970,1230.278364
16,1922.862012,1574.926017,1241.879235
17,1977.945285,1587.588421,1194.950718
18,1977.945285,1581.490323,1214.911216
19,1919.344356,1567.656363,1229.222292
20,1933.839485,1599.701231,1203.044179
21,1933.839485,1608.216118,1173.294814
22,1983.740136,1626.966838,1324.817059
23,1977.945285,1632.778260,1257.544972
24,1977.945285,1642.780585,1238.499921
25,1991.851457,1632.886782,1299.048283
26,1977.945285,1614.269927,1324.817059
27,1977.945285,1596.234903,1318.955248
28,1983.740136,1597.347152,1282.304518
29,1977.945285,1605.501517,1282.304518
