Generation,BestFitness,AverageFitness,WorstFitness
0,2008.356774,1409.351764,978.888233
1,2008.356774,1436.975274,1041.740358
2,1899.589420,1451.271969,1049.328205
3,2045.970342,1466.160741,1050.267448
4,2045.970342,1466.718267,1075.748263
5,2045.970342,1493.299020,1038.047580
6,2045.970342,1520.437973,1106.987058
7,2045.970342,1516.669206,1172.625910
8,2045.970342,1547.846724,1160.667569
9,2045.970342,1557.627820,1176.249952
10,2011.477082,1564.692012,1197.707127
11,2006.559287,1551.369976,1212.540005
12,1983.311710,1584.052932,1193.138703
13,1997.250082,1600.489256,1257.534932
14,2047.165007,1625.230514,1244.005956
15,2045.970342,1636.882353,1299.758927
16,2045.970342,1625.661534,1202.168962
17,2045.970342,1638.405969,1202.272418
18,1997.250082,1640.726491,1315.539552
19,2045.970342,1667.596919,1290.095742
20,2045.970342,1676.286995,1299.899450
21,1997.250082,1665.695497,1383.168570
22,2045.970342,1674.753789,1319.599588
23,2045.970342,1703.724356,1372.657963
24,2045.970342,1727.188124,1406.338787
25,2045.970342,1724.016507,1406.338787
26,2004.338705,1712.413873,1406.338787
27,2015.063636,1732.832749,1334.133953
28,2001.642897,1746.445058,1383.168570
29,2080.925963,1730.686097,1406.338787
