Generation,BestFitness,AverageFitness,WorstFitness
0,1831.391602,1384.898371,967.807341
1,1937.920878,1430.384413,1023.561718
2,1964.555980,1456.787990,991.419605
3,1936.256034,1462.621347,1046.447580
4,1954.430171,1476.629375,1110.428637
5,1954.430171,1505.324748,1062.661644
6,2005.346942,1501.138675,1133.375450
7,2005.346942,1497.775056,1095.529447
8,1998.942314,1530.321840,1131.740961
9,1949.885444,1569.921258,1221.662819
10,2017.838754,1591.119843,1118.775119
11,1954.430171,1581.861767,1152.609941
12,2005.346942,1576.708883,1180.552789
13,2005.346942,1588.084757,1189.025026
14,1998.942314,1611.107313,1222.306996
15,1998.942314,1650.560479,1269.507305
16,1998.942314,1654.171674,1276.231657
17,2008.951685,1639.389738,1271.334580
18,2016.187805,1630.426464,1308.432281
19,2074.437850,1656.069039,1360.025565
20,1954.430171,1668.201021,1368.086306
21,1998.942314,1672.797657,1386.527366
22,2005.346942,1682.140816,1386.527366
23,2005.346942,1685.669064,1307.598345
24,2019.165124,1682.221444,1323.977219
25,2005.346942,1679.643854,1386.527366
26,2005.346942,1684.004484,1377.097219
27,2021.948104,1664.829849,1254.254659
28,2005.346942,1659.686662,1400.741967
29,1972.134522,1671.452068,1386.527366
