Generation,BestFitness,AverageFitness,WorstFitness
0,1883.095644,1388.691463,1032.704233
1,1906.800545,1421.582674,1042.904232
2,1871.585955,1429.656626,1025.630423
3,1899.800642,1457.613868,1080.997135
4,1942.924693,1491.979143,1117.347460
5,1959.467350,1497.289463,1081.821588
6,1959.113825,1499.945354,1102.632602
7,1988.455213,1527.569736,1151.390292
8,2041.312325,1540.016109,1167.732006
9,2041.312325,1562.634871,1110.507928
10,2017.210568,1569.921483,1202.353691
11,2046.233831,1581.354378,1156.571464
12,1989.180551,1609.819484,1244.885882
13,2041.312325,1618.389990,1183.700185
14,2041.312325,1629.966745,1175.660959
15,2102.781272,1641.869692,1280.110871
16,2068.301229,1663.928600,1308.900863
17,2068.301229,1651.831093,1278.328230
18,2041.312325,1673.434770,1300.488857
19,2041.312325,1687.300156,1321.506987
20,1988.455213,1665.294849,1375.616098
21,2041.312325,1676.989155,1280.110871
22,2041.312325,1671.227538,1400.822762
23,2042.071253,1676.076198,1361.584180
24,2035.028268,1679.698073,1299.992606
25,1988.455213,1666.111404,1324.104044
26,2041.312325,1690.281105,1407.232873
27,2041.312325,1697.307790,1375.616098
28,2017.210568,1689.500971,1336.713337
29,2041.312325,1683.108839,1327.840355
