Generation,BestFitness,AverageFitness,WorstFitness
0,1897.578284,1387.496326,1078.503073
1,1915.481538,1434.056537,1060.551655
2,1850.919484,1432.361205,1073.443069
3,1950.668384,1454.510098,1032.756962
4,1950.668384,1475.172201,997.625557
5,1950.668384,1482.189027,1124.212218
6,1950.668384,1493.790266,1119.789614
7,1958.970313,1523.259372,1076.611894
8,1958.970313,1524.381142,1133.848431
9,1950.668384,1536.105203,1171.370597
10,1950.668384,1554.275850,1112.799250
11,1914.203432,1566.844281,1159.866604
12,1950.668384,1583.878854,1174.863312
13,2003.816256,1595.544644,1160.310372
14,2003.816256,1615.894795,1239.866250
15,2014.353195,1639.680450,1149.857466
16,2003.816256,1641.486956,1170.667515
17,2003.816256,1637.280020,1251.990912
18,1909.470404,1645.146549,1271.152834
19,1958.970313,1664.152968,1272.100274
20,1958.970313,1664.903891,1231.707557
21,2008.496939,1673.727401,1387.485099
22,2003.816256,1692.432421,1409.365720
23,2003.816256,1693.695677,1367.966590
24,2032.406136,1688.275356,1319.423117
25,2017.312068,1676.377234,1404.270389
26,2003.816256,1673.871625,1409.365720
27,2021.819687,1675.407958,1409.365720
28,2003.816256,1682.573105,1387.805159
29,2003.816256,1680.706725,1337.832378
