Generation,BestFitness,AverageFitness,WorstFitness
0,1885.660539,1386.305820,1033.151977
1,1949.910381,1442.680531,1002.839068
2,1979.775238,1458.979195,1005.112251
3,1940.844080,1460.911340,1114.084404
4,1947.719644,1470.087988,1025.995844
5,1922.085224,1511.051315,1103.700397
6,1927.977144,1514.628731,1067.559682
7,1970.623838,1513.978129,1106.391403
8,1970.623838,1542.506560,1145.690933
9,1977.455495,1557.606821,1134.946233
10,1908.898512,1555.528711,1209.793937
11,1966.503222,1577.506126,1278.574143
12,1987.712524,1587.945801,1180.394948
13,2013.292126,1601.945735,1191.648861
14,2023.006892,1611.343076,1234.667385
15,2013.292126,1608.139574,1195.473709
16,2013.292126,1631.039629,1315.308725
17,2013.292126,1631.204543,1176.438277
18,1966.503222,1623.878304,1265.546376
19,2013.292126,1635.968030,1315.789476
20,2013.292126,1659.508868,1269.597425
21,2023.006892,1642.732533,1216.745016
22,2013.292126,1634.579984,1295.436211
23,2023.006892,1674.447170,1267.302212
24,2013.292126,1674.894831,1318.188576
25,2035.563279,1657.595646,1318.188576
26,2013.292126,1667.169477,1364.302097
27,2013.292126,1679.516101,1377.414262
28,2013.292126,1671.777671,1352.914282
29,2013.292126,1665.293955,1276.979518
