Generation,BestFitness,AverageFitness,WorstFitness
0,1774.268419,1385.277769,1026.090614
1,1797.036419,1422.658827,988.007077
2,1894.513824,1431.379821,986.263361
3,1905.698492,1437.445580,1060.834684
4,1965.734184,1461.976292,1065.348817
5,2021.742483,1479.540735,1086.561384
6,2021.742483,1483.560780,1062.681404
7,1965.734184,1509.079137,1095.111740
8,1980.416511,1525.538606,1095.153018
9,2021.742483,1532.062743,1184.185418
10,2021.742483,1564.176205,1110.308261
11,2021.971350,1578.611634,1170.705742
12,2023.204022,1579.661296,1194.962650
13,2079.920514,1605.070877,1190.368092
14,2079.920514,1612.107267,1155.607514
15,2079.920514,1635.878938,1181.746618
16,2080.537667,1656.628784,1241.025015
17,2057.505800,1658.413703,1243.964522
18,2023.204022,1665.503691,1264.845695
19,2021.742483,1659.205534,1279.939291
20,2021.742483,1679.929552,1227.402151
21,2095.245472,1704.796979,1290.486911
22,2114.120513,1717.438243,1404.144900
23,2079.920514,1736.397349,1361.728075
24,2079.920514,1737.611572,1429.274386
25,2102.720513,1717.594661,1404.144900
26,2079.920514,1707.031563,1380.190073
27,2079.920514,1727.815547,1429.274397
28,2082.258975,1733.681139,1380.190073
29,2079.920514,1720.291069,1429.274397
