Generation,BestFitness,AverageFitness,WorstFitness
0,1876.276598,1392.577093,1015.701736
1,1876.276598,1416.215363,1095.409474
2,1953.246063,1427.269308,1049.701617
3,1955.502455,1449.369744,1044.741130
4,1955.502455,1478.136604,1069.723240
5,1912.161206,1484.357350,1104.036668
6,1948.319883,1496.530375,1069.803485
7,1912.161206,1514.684619,1139.729310
8,1922.465226,1527.498835,1150.184966
9,1922.465226,1546.829691,1060.068200
10,1905.869586,1562.127919,1108.670426
11,1905.869586,1562.483702,1157.238671
12,1955.502455,1582.077335,1145.229821
13,1955.502455,1599.498979,1227.094589
14,1913.534316,1601.266545,1157.787905
15,1955.502455,1594.346143,1131.434937
16,1955.502455,1621.858098,1114.318064
17,1993.558562,1642.333114,1235.516855
18,2005.251155,1665.356812,1331.561460
19,2005.251155,1689.614790,1282.503051
20,2005.251155,1675.003719,1337.131046
21,2005.251155,1664.898753,1234.572117
22,1964.873682,1657.319531,1287.930726
23,2005.251155,1657.687083,1254.243239
24,2010.232872,1694.687898,1380.806278
25,1960.870174,1694.989120,1362.819095
26,2005.251155,1673.869992,1344.427593
27,2005.251155,1677.922805,1344.427593
28,1960.870174,1682.331431,1354.404237
29,2005.251155,1687.232978,1358.980451
