Generation,BestFitness,AverageFitness,WorstFitness
0,1944.343638,1379.037465,904.880995
1,1944.343638,1417.176220,1019.133285
2,2003.627163,1433.509747,961.440165
3,2003.627163,1453.993352,992.304895
4,1904.351848,1465.139751,980.092890
5,1904.351848,1476.015331,1101.451362
6,2003.627163,1494.810245,1065.535356
7,2003.627163,1500.865325,1007.386248
8,2076.037763,1515.096772,1105.397864
9,1952.083847,1517.553576,1090.059361
10,1953.964702,1536.204962,1115.062264
11,2003.627163,1567.877394,1203.792324
12,2021.095912,1576.788690,1174.835153
13,1953.964089,1587.474876,1157.948023
14,2003.627163,1595.193669,1225.191707
15,2003.627163,1612.714093,1229.867027
16,2003.627163,1631.818864,1213.420900
17,2020.066374,1637.528688,1189.607430
18,1976.141648,1634.293663,1323.383650
19,1976.141648,1629.510285,1321.913977
20,2003.627163,1652.138237,1321.913977
21,2013.564153,1672.773160,1346.490655
22,2003.627163,1639.625429,1319.625579
23,2003.627163,1638.444052,1277.502077
24,1970.400129,1658.655931,1327.650431
25,1970.400129,1664.178925,1267.013120
26,1971.690786,1656.930337,1339.473433
27,2003.627163,1657.675420,1272.939616
28,2003.627163,1649.538019,1339.473433
29,2019.659572,1645.480063,1364.502898
