Generation,BestFitness,AverageFitness,WorstFitness
0,1901.959457,1384.665159,926.301304
1,1965.044923,1433.050502,991.702316
2,1889.597676,1415.180567,1000.810726
3,1940.978192,1446.910332,888.617442
4,1878.869835,1462.770805,1057.932351
5,1894.057961,1477.574955,986.246968
6,1972.145740,1487.216836,1076.762204
7,1972.145740,1495.397499,1165.132714
8,1925.464230,1505.616463,1149.133421
9,1972.145740,1551.584132,1175.593734
10,1972.145740,1562.132525,1159.812985
11,1924.495150,1546.827824,1089.905263
12,1972.145740,1566.441016,1193.348021
13,1972.145740,1594.184781,1192.391091
14,1925.464230,1598.283691,1121.012142
15,1972.145740,1603.120938,1154.663750
16,1972.145740,1625.010986,1233.202774
17,1924.495150,1611.843585,1248.652104
18,1972.145740,1611.306415,1208.794497
19,1972.145740,1626.401262,1226.987163
20,2054.612721,1632.684648,1340.249122
21,1987.283375,1640.200074,1313.712750
22,1937.749495,1643.938136,1340.249122
23,1972.145740,1638.432592,1263.805927
24,1972.145740,1634.069026,1369.552680
25,1972.145740,1649.852659,1355.275252
26,1925.464230,1656.639960,1303.576538
27,1925.464230,1658.508865,1263.805927
28,1972.145740,1650.423595,1392.665224
29,1972.145740,1657.663938,1326.746248
