Generation,BestFitness,AverageFitness,WorstFitness
0,1803.983548,1371.090390,1012.205540
1,1850.157500,1427.211038,1039.273781
2,1899.272127,1436.371455,995.708704
3,1936.643377,1451.201893,1014.936554
4,1936.643377,1480.096016,1078.819579
5,1936.643377,1500.905543,1052.666668
6,1907.622911,1504.189002,1084.338337
7,1907.622911,1507.397189,1138.579588
8,1907.622911,1511.841040,1077.699769
9,1943.252056,1540.831272,1175.456096
10,1893.375236,1545.087232,1171.235534
11,1917.780000,1574.742927,1132.127294
12,1995.267738,1592.387966,1158.256274
13,1995.267738,1592.058925,1169.078405
14,1995.267738,1597.805134,1185.251689
15,1995.267738,1594.124468,1281.601655
16,1995.267738,1612.296113,1259.269169
17,2014.983230,1643.348612,1219.641355
18,1942.198286,1639.566095,1344.109854
19,1967.411194,1626.530052,1293.842631
20,1923.967207,1611.553591,1258.864089
21,1923.967207,1612.379423,1320.256095
22,1917.780000,1616.107394,1267.927313
23,1970.254029,1631.671763,1262.507110
24,1970.254029,1636.078054,1344.109854
25,1995.267738,1635.116946,1320.256095
26,1995.267738,1647.282281,1329.864007
27,1942.198286,1651.140936,1344.109854
28,2009.528477,1657.606595,1344.109854
29,1995.267738,1667.227525,1329.143571
