Generation,BestFitness,AverageFitness,WorstFitness
0,1818.426150,1413.501038,1048.469438
1,1820.583291,1450.598666,1037.814826
2,1855.667723,1446.276169,1082.072599
3,1899.225605,1454.486084,1022.586480
4,1905.789496,1477.645702,1125.893127
5,1948.822685,1476.514492,1087.909941
6,1948.822685,1493.443637,1064.838719
7,1943.308877,1497.771541,1039.762424
8,1996.430621,1506.100102,1101.633852
9,1996.430621,1522.173086,1116.065069
10,1947.326787,1544.209263,1221.267656
11,1982.506446,1556.071028,1111.976749
12,1948.822685,1566.238779,1220.983282
13,1996.430621,1577.352023,1194.044478
14,1948.101628,1590.049176,1228.846334
15,1947.326787,1596.323840,1260.954612
16,1937.111354,1591.085287,1228.846334
17,1975.300719,1593.886864,1247.727167
18,1948.822685,1594.973790,1218.699557
19,1948.822685,1622.318610,1263.037949
20,1996.430621,1627.734118,1204.301619
21,1996.430621,1612.039633,1249.167106
22,1943.308877,1621.118676,1286.680694
23,1943.308877,1622.266744,1216.407305
24,1948.822685,1625.119512,1328.223535
25,1996.430621,1641.400929,1330.713194
26,1996.430621,1641.399670,1304.271313
27,1996.430621,1641.121765,1378.715925
28,1996.430621,1648.014589,1325.666715
29,1996.430621,1653.522079,1333.634781
